id,username,tweet,note
0,1602056793668161536,aurelien_gentil,"@nirnelena Oui pour des vrais saisons de 20+ épisodes ; la casa de Papel c'était horrible par ex avec des saisons qui ne finissent pas l'intrigue, ou les anneaux de pouvoir bien trop court. Mais par contre non aux épisodes spéciaux.",-1
1,1602049898483957761,Erinisbor,"Enfin pu finir les Anneaux du Pouvoir, il me tarde déjà de voir la suite. Entre ça et House of the Dragon on a vraiment été gâté cette année 🤩",1
2,1602035014862049282,infos_24h,"Les Anneaux de Pouvoir saison 2 : Date de sortie, histoire… On fait le point sur la suite de la série Amazon Le Seigneur des Anneaux https://t.co/4MZzwnT74q",0
3,1602007582205480960,loutooony,@NetflixFR Les anneaux de pouvoir 😅,0
4,1601990818977439745,Dhydath,"Les Anneaux de Pouvoir saison 2 : Date de sortie, histoire... On fait le point sur la suite de la série Amazon Le Seigneur des Anneaux https://t.co/vBKMCzppcD",0
5,1601988237240795139,predator64tina,"Les Anneaux de Pouvoir saison 2 : Date de sortie, histoire... On fait le point sur la suite de la série Amazon Le Seigneur des Anneaux https://t.co/AX7yiZ2iFL",0
6,1601976547585523712,jeuxvideoactufr,"Les Anneaux de Pouvoir saison 2 : Date de sortie, histoire... On fait le point sur la suite de la série Amazon Le Seigneur des Anneaux

👉Notre site : https://t.co/6Q58PdGULI https://t.co/BplfQWyaVQ",0
7,1601964596595679233,GaryPaytonGOAT,@nbidard7 t’as kiffé gros les anneaux de pouvoir ? C’est pas ouf on est d’accord,-1
8,1601944725434822657,NathanKari,@PygarguePirate J'ai vu Hotd et les anneaux de pouvoir mais les deux autres c'est quoi ?,0
9,1601913206246703106,SayoNyraa,"Top 5 série 2022
La S4 de Stranger things elle était SI BIEN !! (Mitigée pour les anneaux de pouvoir par contre)
Séries : 
Soty : Stranger things S4
2 Mercredi
3 Moon Knight
4 Picard S2
5 Les anneaux de pouvoir https://t.co/YejGvzS62q",0
10,1601874455818641408,juliechaumard,"Les anneaux de pouvoir, je me refait la saison 1 sur Amazon Prime 🦄 #Tolkien",0
11,1601803445035728896,Vaca_47,"13- Miss Marvel - Saison 1 (2022) [Disney +]
14- The Sandman - Saison 1 (2022) [Netflix] 
15- Cyberpunk Edgerunners - Saison 1 (2022) [Netflix] 
16- Le Seigneur des anneaux : Les Anneaux de pouvoir - Saison 1 (2022) [Prime] https://t.co/78vPPZzw5i",0
12,1601748887433523200,martial_mg,J’dis ça mais j’suis toujours pas à jour dans les anneaux de pouvoir 🤣 https://t.co/NHIxQVfr20,0
13,1601609737711521793,MustafiDahleb,J'aime beaucoup les Anneaux de pouvoir et en plus il y a un elf qui s'appelle Médor.,1
14,1601568920284327937,YGKere,"@fibohmida Mais arrête donc. Il a le droit d'aimer les Anneaux de Pouvoir sans y voir un complot. Il vit de sa chaîne et c'est loin d'être simple (nous YT et Tipeee ça paie les frais, point), et il le dit toujours quand c'est commercial. Toute la presse US encense+ que lui Avatar 2",0
15,1601564667444310017,fibohmida,"@YGKere Il l'a vu 5 jours en avance, c'est peut être pour ça...
Captain m'a déçu avec Les Anneaux de Pouvoir, son objectivité en a prit un coup",-1
16,1601547796586323968,Geek_Gen_France,"Prime Video a annoncé huit nouveaux acteurs et actrices dans des rôles récurrents pour la deuxième saison de la série Le Seigneur des Anneaux : Les Anneaux de Pouvoir, actuellement en tournage au Royaume-Uni. #LeSeigneurdesAnneaux https://t.co/72hEvCJzC7 https://t.co/tn2RI4Mar7",0
17,1601532251564826625,FrankAyersMusic,"@PresseMondial Et ça se niche très loin: les directives #ESG pondent des bides à tour de bras dans l'industrie du divertissement hollywoodien (She-Hulk, Buzz L'Éclair, Anneaux de Pouvoir...). Toute une liste d'éléments #woke à cocher dans un projet, avant même de tourner une pub ou une série.😉",-1
18,1601519400695525381,rouxeluv,Je pense que j’ai pas accroché sur house of dragon parce que je regardais déjà les anneaux de pouvoir. Mais c’est une dinguerie hein merdelor,1
